46.755630,-160.447845,-11.235230,6.645838,0.005011
46.755630,-160.447845,-11.235230,6.645838,0.006165
119.083870,-30.927526,-58.748238,-67.353897,0.005888
119.083870,-30.927526,-58.748238,-67.353897,0.005984
-132.906616,58.374054,-17.976206,6.079961,0.003696
-132.906616,58.374054,-17.976206,6.079961,0.003751
-180.271179,-43.749226,95.792618,-27.050333,0.003039
-180.271179,-43.749226,95.792618,-27.050333,0.003186
-30.299767,-126.668739,24.201986,-2.506449,0.007097
-30.299767,-126.668739,24.201986,-2.506449,0.006865
-18.289482,28.764030,-67.137222,-46.092587,0.004362
-18.289482,28.764030,-67.137222,-46.092587,0.005139
-235.457047,50.097992,33.758804,11.194595,0.004206
-235.457047,50.097992,33.758804,11.194595,0.004100
21.090542,1.619752,-605.068115,-15.029492,0.004958
21.090542,1.619752,-605.068115,-15.029492,0.005371
11.268473,67.078751,26.115931,-20.149427,0.003450
11.268473,67.078751,26.115931,-20.149427,0.003925
100.277512,-97.033630,-23.616213,42.601109,0.004832
100.277512,-97.033630,-23.616213,42.601109,0.004682
37.091568,91.817261,84.685776,44.375111,0.005479
37.091568,91.817261,84.685776,44.375111,0.005159
61.156376,16.269161,41.247002,69.002785,0.005385
61.156376,16.269161,41.247002,69.002785,0.006216
-131.951752,139.019516,83.965683,35.170448,0.001797
-131.951752,139.019516,83.965683,35.170448,0.001713
132.645142,100.535713,-51.514072,-6.870794,0.004234
132.645142,100.535713,-51.514072,-6.870794,0.005093
7.798265,214.823990,19.869297,-54.465660,0.004482
7.798265,214.823990,19.869297,-54.465660,0.004698
17.731594,124.239761,-81.321762,3.252589,0.003442
17.731594,124.239761,-81.321762,3.252589,0.003728
-106.704399,-1.045070,19.982998,58.068893,0.003230
-106.704399,-1.045070,19.982998,58.068893,0.003830
72.328239,129.520325,-17.306686,14.610755,0.005865
72.328239,129.520325,-17.306686,14.610755,0.007234
-179.662247,218.821915,72.153442,-29.110676,0.003682
-179.662247,218.821915,72.153442,-29.110676,0.004534
-227.026810,116.698631,-114.284424,-20.047964,0.003027
-227.026810,116.698631,-114.284424,-20.047964,0.003851
-77.055397,33.779121,12.999949,64.831642,0.007069
-65.045113,189.211884,34.332493,-6.671099,0.004345
-65.045113,189.211884,34.332493,-6.671099,0.006212
-282.212677,210.545837,-78.560974,1.419326,0.004190
-282.212677,210.545837,-78.560974,1.419326,0.004955
-25.665091,162.067596,-36.431492,60.820908,0.004938
-25.665091,162.067596,-36.431492,60.820908,0.006493
-35.487160,227.526611,41.911736,-21.987667,0.003437
-35.487160,227.526611,41.911736,-21.987667,0.004745
53.521885,63.414223,-49.244415,38.580822,0.004813
53.521885,63.414223,-49.244415,38.580822,0.005660
-9.664062,252.265121,51.477913,31.389603,0.005458
-9.664062,252.265121,51.477913,31.389603,0.006236
14.400745,176.717010,69.038574,34.812218,0.005364
14.400745,176.717010,69.038574,34.812218,0.007514
-178.707397,299.467377,-23.307320,-30.735476,0.001790
-178.707397,299.467377,-23.307320,-30.735476,0.002071
85.889519,260.983551,-31.186905,58.384808,0.004217
85.889519,260.983551,-31.186905,58.384808,0.006156
-38.957367,375.271851,29.031639,86.650734,0.004464
-38.957367,375.271851,29.031639,86.650734,0.005678
-29.024036,284.687622,10.219981,-60.744068,0.003428
-29.024036,284.687622,10.219981,-60.744068,0.004507
-153.460022,159.402786,47.715046,71.650200,0.003217
-153.460022,159.402786,47.715046,71.650200,0.004630
-251.990479,89.301582,26.589468,46.702324,0.004326
-251.990479,89.301582,26.589468,46.702324,0.004401
-299.355042,-12.821696,-32.667290,-4.504842,0.003557
-299.355042,-12.821696,-32.667290,-4.504842,0.003738
-149.383621,-95.741211,-34.223362,-34.988522,0.008306
-149.383621,-95.741211,-34.223362,-34.988522,0.008055
-137.373352,59.691559,-20.354942,6.542461,0.005106
-137.373352,59.691559,-20.354942,6.542461,0.006030
-354.540924,81.025520,-17.393776,69.243797,0.004923
-354.540924,81.025520,-17.393776,69.243797,0.004810
-97.993324,32.547279,-37.194759,-33.566921,0.005803
-97.993324,32.547279,-37.194759,-33.566921,0.006302
-107.815392,98.006279,-21.569153,-65.934074,0.004038
-107.815392,98.006279,-21.569153,-65.934074,0.004606
-18.806355,-66.106110,19.408190,8.653106,0.005655
-18.806355,-66.106110,19.408190,8.653106,0.005494
-81.992302,122.744789,51.066471,-55.282505,0.006413
-81.992302,122.744789,51.066471,-55.282505,0.006053
-57.927494,47.196686,71.599236,-12.732034,0.006303
-57.927494,47.196686,71.599236,-12.732034,0.007293
-251.035629,169.947037,-31.134581,-11.341919,0.002010
13.561279,131.463242,-67.231758,3.503191,0.004956
13.561279,131.463242,-67.231758,3.503191,0.005975
-111.285599,245.751526,24.181040,-61.209007,0.005246
-111.285599,245.751526,24.181040,-61.209007,0.005512
-101.352280,155.167282,-0.269683,5.997516,0.004028
-101.352280,155.167282,-0.269683,5.997516,0.004374
-225.788269,29.882458,-53.145802,-24.515266,0.003781
-225.788269,29.882458,-53.145802,-24.515266,0.004494
-47.364571,-102.123276,-16.202795,-59.623032,0.002233
-47.364571,-102.123276,-16.202795,-59.623032,0.002343
102.606842,-185.042786,17.167366,-14.944498,0.005214
102.606842,-185.042786,17.167366,-14.944498,0.005049
114.617126,-29.610025,-59.623104,-60.824093,0.003205
114.617126,-29.610025,-59.623104,-60.824093,0.003780
-102.550438,-8.276066,12.135318,-6.077277,0.003090
-102.550438,-8.276066,12.135318,-6.077277,0.003015
153.997147,-56.754303,-41.973194,-41.493999,0.003642
153.997147,-56.754303,-41.973194,-41.493999,0.003950
144.175079,8.704697,52.380577,17.580704,0.002535
144.175079,8.704697,52.380577,17.580704,0.002887
233.184128,-155.407684,-49.563328,-21.710485,0.003550
233.184128,-155.407684,-49.563328,-21.710485,0.003444
169.998184,33.443207,15.384502,-35.653687,0.004026
169.998184,33.443207,15.384502,-35.653687,0.003794
194.062988,-42.104893,42.628956,-17.068281,0.003957
194.062988,-42.104893,42.628956,-17.068281,0.004572
0.954858,80.645454,26.909939,0.795593,0.001320
0.954858,80.645454,26.909939,0.795593,0.001260
265.551758,42.161663,-45.783714,47.757183,0.003111
265.551758,42.161663,-45.783714,47.757183,0.003745
140.704865,156.449921,-84.890205,43.608334,0.003293
140.704865,156.449921,-84.890205,43.608334,0.003455
150.638199,65.865707,-57.415558,-4.964007,0.002529
150.638199,65.865707,-57.415558,-4.964007,0.002742
26.202209,-59.419125,-80.433090,9.399530,0.002373
149.971420,-82.919510,55.458202,-27.264900,0.004287
149.971420,-82.919510,55.458202,-27.264900,0.004288
161.981705,72.513252,-23.382889,0.055832,0.002635
161.981705,72.513252,-23.382889,0.055832,0.003210
-55.185871,93.847214,13.881992,50.316887,0.002541
-55.185871,93.847214,13.881992,50.316887,0.002560
201.361710,45.368977,-42.481491,62.661804,0.002995
201.361710,45.368977,-42.481491,62.661804,0.003355
191.539658,110.827980,66.456177,-59.320316,0.002084
191.539658,110.827980,66.456177,-59.320316,0.002452
280.548676,-53.284409,2.340227,-17.297268,0.002919
280.548676,-53.284409,2.340227,-17.297268,0.002924
217.362747,135.566483,-15.098410,-17.836817,0.003310
217.362747,135.566483,-15.098410,-17.836817,0.003222
241.427551,60.018383,-29.190260,-5.676283,0.003253
241.427551,60.018383,-29.190260,-5.676283,0.003882
48.319427,182.768738,55.253376,-16.853796,0.001086
48.319427,182.768738,55.253376,-16.853796,0.001070
312.916321,144.284943,64.743355,-61.452042,0.002558
312.916321,144.284943,64.743355,-61.452042,0.003181
188.069443,258.573212,5.944287,-29.924799,0.002708
188.069443,258.573212,5.944287,-29.924799,0.002934
198.002762,167.988983,52.041294,6.306673,0.002079
198.002762,167.988983,52.041294,6.306673,0.002329
73.566780,42.704155,-12.379645,42.473248,0.001951
73.566780,42.704155,-12.379645,42.473248,0.002392
12.010283,155.432770,42.026623,-61.885151,0.006153
12.010283,155.432770,42.026623,-61.885151,0.006917
-205.157288,176.766724,2.797980,-1.925752,0.005933
